12;11;0,015000
18;9;0,001000
30;2;0,000000
12;10;0,034000
6;1;0,001000
24;12;0,001000
18;2;0,000000
30;10;0,001000
18;18;0,266000
36;12;0,001000
24;6;0,001000
36;3;0,001000
24;4;0,000000
18;5;0,001000
30;7;0,001000
30;9;0,001000
18;3;0,000000
24;13;0,001000
36;27;0,003000
30;19;0,002000
12;8;0,000000
36;14;0,001000
24;22;0,004000
24;4;0,001000
12;6;0,000000
24;10;0,001000
30;13;0,001000
24;19;0,002000
18;16;0,430000
6;6;0,003000
30;19;0,002000
6;2;0,000000
18;13;0,001000
30;12;0,001000
30;30;0,809000
12;11;0,002000
30;6;0,001000
24;22;0,027000
36;35;0,017000
36;18;0,001000
24;15;0,001000
24;6;0,001000
18;16;0,001000
6;4;0,000000
30;24;0,002000
6;2;0,000000
12;6;0,001000
36;3;0,001000
18;15;0,019000
18;6;0,000000
12;7;0,001000
36;8;0,001000
30;3;0,001000
12;6;0,001000
30;13;0,002000
12;6;0,000000
12;6;0,001000
18;13;0,001000
24;6;0,001000
30;25;0,002000
18;11;0,001000
18;11;0,001000
12;7;0,000000
18;5;0,001000
12;12;0,003000
12;10;0,005000
6;4;0,000000
24;11;0,001000
30;3;0,000000
24;24;0,051000
12;6;0,001000
18;1;0,001000
6;2;0,000000
18;16;0,004000
12;5;0,000000
30;15;0,001000
24;1;0,000000
12;5;0,000000
12;8;0,001000
6;4;0,001000
12;12;0,027000
6;2;0,001000
24;21;0,002000
36;32;0,005000
30;21;0,048000
18;7;0,001000
30;2;0,001000
18;16;0,014000
24;17;0,001000
6;4;0,002000
30;6;0,000000
12;12;0,021000
12;7;0,001000
36;34;0,091000
36;16;0,001000
18;17;0,308000
12;1;0,000000
18;7;0,001000
36;18;0,001000
30;11;0,001000
30;28;0,199000
6;2;0,000000
18;1;0,000000
18;5;0,000000
6;5;0,001000
24;10;0,001000
36;11;0,001000
12;11;0,048000
30;15;0,001000
12;6;0,000000
36;17;0,002000
36;12;0,001000
18;18;0,007000
18;1;0,001000
36;24;0,002000
18;9;0,001000
12;7;0,000000
30;17;0,002000
36;12;0,001000
12;5;0,001000
18;5;0,001000
36;3;0,000000
30;11;0,000000
36;33;0,009000
36;30;0,013000
36;9;0,001000
24;23;0,014000
12;8;0,001000
36;35;0,783000
24;10;0,001000
24;1;0,000000
24;14;0,002000
6;5;0,001000
30;8;0,000000
30;27;0,005000
36;15;0,001000
18;1;0,000000
36;4;0,000000
18;9;0,001000
12;9;0,001000
24;19;0,001000
24;4;0,001000
12;8;0,001000
24;14;0,001000
30;17;0,001000
12;5;0,001000
12;4;0,001000
12;3;0,001000
12;2;0,001000
24;16;0,002000
12;5;0,000000
18;2;0,000000
24;7;0,000000
24;12;0,001000
30;12;0,001000
36;32;0,013000
12;10;0,001000
24;22;0,002000
18;5;0,001000
30;10;0,001000
30;5;0,000000
24;22;0,592000
18;5;0,000000
24;18;0,002000
36;35;0,003000
24;23;0,005000
12;8;0,001000
36;19;0,001000
24;5;0,000000
12;7;0,001000
36;13;0,001000
18;8;0,001000
18;4;0,000000
6;6;0,001000
18;18;0,020000
6;3;0,001000
18;16;0,003000
12;12;0,077000
24;8;0,001000
6;3;0,001000
36;25;0,003000
24;9;0,000000
36;27;0,002000
24;20;0,002000
24;6;0,001000
36;11;0,001000
18;5;0,001000
18;15;0,005000
12;3;0,000000
24;8;0,001000
12;5;0,000000
18;12;0,001000
24;11;0,002000
24;14;0,003000
24;20;0,002000
36;27;0,002000
36;33;1,835000
18;8;0,001000
12;5;0,001000
12;8;0,001000
18;13;0,001000
18;7;0,001000
12;1;0,000000
12;11;0,001000
12;7;0,000000
24;15;0,001000
24;1;0,000000
18;4;0,000000
36;29;0,002000
30;25;0,002000
12;7;0,001000
36;30;0,002000
36;26;0,001000
6;3;0,000000
36;17;0,001000
24;7;0,000000
36;2;0,000000
6;4;0,000000
12;8;0,006000
36;32;0,007000
18;9;0,001000
30;13;0,001000
30;8;0,001000
36;4;0,000000
36;35;3,951000
6;5;0,001000
6;6;0,002000
30;18;0,001000
36;18;0,001000
6;6;0,002000
36;22;0,001000
6;5;0,002000
36;6;0,000000
30;15;0,001000
6;5;0,001000
36;31;0,013000
24;24;0,018000
18;13;0,002000
18;15;0,004000
36;15;0,001000
24;24;4,601000
18;17;0,009000
24;19;0,002000
36;27;0,002000
36;14;0,001000
30;29;0,358000
30;1;0,001000
18;8;0,001000
30;27;0,007000
18;18;0,005000
24;1;0,001000
24;10;0,001000
6;2;0,001000
24;11;0,001000
18;10;0,000000
6;1;0,000000
6;5;0,001000
36;11;0,001000
36;17;0,001000
24;14;0,001000
36;8;0,001000
30;23;0,002000
36;9;0,001000
36;33;0,003000
24;14;0,002000
18;11;0,001000
36;9;0,000000
18;1;0,000000
30;7;0,001000
6;3;0,000000
18;18;0,004000
6;1;0,000000
36;33;0,003000
36;7;0,001000
6;1;0,000000
12;8;0,001000
24;15;0,001000
18;12;0,001000
6;3;0,001000
12;6;0,001000
18;9;0,001000
18;4;0,001000
36;28;0,002000
30;9;0,001000
36;28;0,002000
30;13;0,001000
6;1;0,001000
12;1;0,000000
30;28;0,003000
30;17;0,001000
36;20;0,001000
30;11;0,001000
30;26;0,001000
30;21;0,002000
30;24;0,002000
6;3;0,001000
12;4;0,001000
24;10;0,001000
18;15;0,067000
24;19;0,003000
24;19;0,001000
12;10;0,002000
18;14;0,001000
18;5;0,000000
36;20;0,001000
24;22;0,151000
18;2;0,000000
36;15;0,001000
24;20;0,004000
12;11;0,002000
24;13;0,001000
30;18;0,001000
30;3;0,000000
30;23;0,002000
12;4;0,001000
30;13;0,001000
30;13;0,001000
36;36;0,003000
30;14;0,001000
18;14;0,010000
18;7;0,000000
12;9;0,001000
6;2;0,001000
24;22;0,002000
12;2;0,000000
24;21;0,001000
18;8;0,001000
36;35;0,055000
30;11;0,001000
12;1;0,001000
18;14;0,001000
30;10;0,001000
36;30;0,002000
18;7;0,001000
24;11;0,000000
12;12;0,002000
12;12;0,001000
6;1;0,000000
30;2;0,000000
24;20;0,001000
18;15;0,001000
24;20;0,104000
6;1;0,000000
18;8;0,000000
36;5;0,000000
18;1;0,001000
24;5;0,001000
30;13;0,001000
30;29;0,004000
6;3;0,001000
18;6;0,001000
6;5;0,001000
24;3;0,001000
12;11;0,007000
12;4;0,001000
12;9;0,001000
