6;1;0,000350
6;2;0,000300
6;3;0,000850
6;4;0,000750
6;5;0,001150
6;6;0,002100
12;1;0,000300
12;2;0,000200
12;3;0,000400
12;4;0,000450
12;5;0,000500
12;6;0,000700
12;7;0,001100
12;8;0,001900
12;9;0,001100
12;10;0,005350
12;11;0,006300
12;12;0,042750
18;1;0,000250
18;2;0,000400
18;3;0,000200
18;4;0,000600
18;5;0,000450
18;6;0,004550
18;7;0,000450
18;8;0,000550
18;9;0,000800
18;10;0,000900
18;11;0,000700
18;12;0,001000
18;13;0,001400
18;14;0,001400
18;15;0,003300
18;16;0,034250
18;17;0,049650
18;18;0,232200
24;1;0,000250
24;2;0,000450
24;3;0,000250
24;4;0,002800
24;5;0,000650
24;6;0,000600
24;7;0,000700
24;8;0,000650
24;9;0,000650
24;10;0,000800
24;11;0,001000
24;12;0,000900
24;13;0,000900
24;14;0,000900
24;15;0,001100
24;16;0,001850
24;17;0,001250
24;18;0,001650
24;19;0,007700
24;20;0,002750
24;21;0,011600
24;22;0,881800
24;23;0,327100
24;24;1,754850
30;1;0,000150
30;2;0,000000
30;3;0,000150
30;4;0,000150
30;5;0,000200
30;6;0,000200
30;7;0,000150
30;8;0,000300
30;9;0,000100
30;10;0,000350
30;11;0,000300
30;12;0,000300
30;13;0,000350
30;14;0,000450
30;15;0,000300
30;16;0,000450
30;17;0,000000
30;18;0,000500
30;19;0,000400
30;20;0,000450
30;21;0,000450
30;22;0,000750
30;23;0,000800
30;24;0,000650
30;25;0,086550
30;26;0,003650
30;27;0,031300
30;28;3,979950
30;29;0,583950
30;30;19,482050
36;1;0,000150
36;2;0,000050
36;3;0,000050
36;4;0,000000
36;5;0,000200
36;6;0,000200
36;7;0,000300
36;8;0,000000
36;9;0,000200
36;10;0,000300
36;11;0,000250
36;12;0,000350
36;13;0,000250
36;14;0,000250
36;15;0,000400
36;16;0,000350
36;17;0,000300
36;18;0,000350
36;19;0,000050
36;20;0,000350
36;21;0,000200
36;22;0,000400
36;23;0,000550
36;24;0,000600
36;25;0,000600
36;26;0,000850
36;27;0,000950
36;28;0,000650
36;29;0,001200
36;30;0,001800
36;31;0,001900
36;32;0,586600
36;33;1,371400
36;34;20,366200
36;35;5,317700
36;36;37,336600
42;1;0,000050
42;2;0,000150
42;3;0,000150
42;4;0,000200
42;5;0,000200
42;6;0,000150
42;7;0,000150
42;8;0,000250
42;9;0,000350
42;10;0,000300
42;11;0,000350
42;12;0,000300
42;13;0,000300
42;14;0,000250
42;15;0,000300
42;16;0,000250
42;17;0,000350
42;18;0,000500
42;19;0,000050
42;20;0,000550
42;21;0,000550
42;22;0,000450
42;23;0,000450
42;24;0,000450
42;25;0,000600
42;26;0,000550
42;27;0,000600
42;28;0,000550
42;29;0,000600
42;30;0,000500
42;31;0,000800
42;32;0,000850
42;33;0,002350
42;34;0,003150
42;35;0,002800
42;36;0,760100
42;37;0,007350
42;38;7,789450
42;39;0,003900
42;40;2207,041900
42;41;769,605100
42;42;239,936050
48;1;0,000150
48;2;0,000100
48;3;0,000200
48;4;0,000200
48;5;0,000250
48;6;0,000250
48;7;0,000200
48;8;0,000250
48;9;0,000250
48;10;0,000200
48;11;0,000300
48;12;0,000300
48;13;0,000250
48;14;0,000300
48;15;0,000400
48;16;0,000500
48;17;0,000150
48;18;0,000500
48;19;0,000400
48;20;0,000400
48;21;0,000500
48;22;0,000500
48;23;0,000500
48;24;0,000450
48;25;0,000550
48;26;0,000550
48;27;0,000650
48;28;0,000600
48;29;0,000700
48;30;0,000700
48;31;0,000650
48;32;0,000650
48;33;0,000850
48;34;0,000800
48;35;0,001000
48;36;0,001100
48;37;0,001300
48;38;0,000900
48;39;0,007350
48;40;0,001800
48;41;0,003900
48;42;0,002250
48;43;0,004800
48;44;0,364700
48;45;60821,929750
48;46;0,749750
48;47;3,049500
48;48;119,532450
